ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact
297,Dangerous,No SLA Availability Guarantee,ID,"tanpa jaminan ketersediaan SLA, penafian ketersediaan, penafian uptime",25,Critical,Secara tegas menolak jaminan ketersediaan atau waktu aktif untuk layanan cloud penting.,"Tuntut SLA waktu aktif yang dijamin dalam kontrak (misal: 99,9%) dengan pemulihan kredit yang jelas.",Proses bisnis penting dapat offline tanpa batas waktu tanpa tanggung jawab bagi vendor.
298,Dangerous,No-Assignment even for Affiliates,EN,"no assignment, no transfer, even to affiliates, merger",20,High,Prevents you from moving the contract during a corporate reorganization.,Allow assignment to affiliates or successors in a merger or sale.,Complications during a business sale or restructuring of the company.
299,Dangerous,No-Assignment even for Affiliates,FR,"pas de cession même aux affiliés, pas de transfert, fusion",20,High,Empêche de transférer le contrat lors d'une réorganisation d'entreprise.,Autoriser la cession aux affiliés ou successeurs lors d'une fusion.,Complications lors d'une vente d'entreprise ou d'une restructuration.
300,Dangerous,No-Assignment even for Affiliates,ID,"tanpa pengalihan, tanpa transfer, bahkan ke afiliasi, merger",20,High,Mencegah Anda memindahkan kontrak selama reorganisasi perusahaan.,Izinkan pengalihan ke afiliasi atau penerus dalam merger atau penjualan.,Komplikasi selama penjualan bisnis atau restrukturisasi perusahaan.
301,Dangerous,No-Cure Termination,EN,"immediate termination, without notice, no cure period, breach",25,Critical,The contract can be ended instantly for a breach without a chance to fix it.,Mandate a minimum 30-day cure period for all remediable breaches.,Losing a major contract over a fixable administrative or technical error.
302,Dangerous,No-Cure Termination,FR,"résiliation immédiate, sans préavis, sans délai de grâce, manquement",25,Critical,Le contrat peut être résilié instantanément pour un manquement sans chance de le réparer.,Exiger un délai de grâce de 30 jours pour tout manquement réparable.,Perte d'un contrat majeur pour une erreur administrative ou technique réparable.
303,Dangerous,No-Cure Termination,ID,"pemutusan segera, tanpa pemberitahuan, tanpa periode perbaikan, pelanggaran",25,Critical,Kontrak dapat diakhiri secara instan karena pelanggaran tanpa kesempatan untuk memperbaikinya.,Wajibkan periode perbaikan minimal 30 hari untuk semua pelanggaran yang dapat diperbaiki.,Kehilangan kontrak besar karena kesalahan administratif atau teknis yang dapat diperbaiki.
304,Dangerous,No-Fault Termination Fees,EN,"termination fee, convenience fee, exit cost, penalty",25,Critical,Paying a massive penalty just to exercise a legal right to terminate.,Ensure fees only cover actual unamortized costs and no lost profits.,Financial entrapment in a failing or strategically obsolete business relationship.
305,Dangerous,No-Fault Termination Fees,FR,"frais de résiliation, frais de sortie, coût de sortie, pénalité",25,Critical,Payer une pénalité massive pour exercer un droit légal de résiliation.,S'assurer que les frais ne couvrent que les coûts réels et non les pertes de profit.,Piège financier dans une relation commerciale défaillante ou obsolète.
306,Dangerous,No-Fault Termination Fees,ID,"biaya pemutusan, biaya kenyamanan, biaya keluar, penalti",25,Critical,Membayar penalti besar hanya untuk menggunakan hak hukum untuk mengakhiri.,Pastikan biaya hanya mencakup biaya aktual yang belum diamortisasi dan bukan hilangnya keuntungan.,Penjebakan finansial dalam hubungan bisnis yang gagal atau usang secara strategis.
307,Dangerous,No-Strike Clause,EN,"no strike, no labor dispute, guarantee no interruption",15,Medium,Guaranteeing that labor issues will never affect the project.,Qualify as 'reasonable efforts' to prevent labor disruptions.,Immediate material breach if your employees go on strike for any reason.
308,Dangerous,No-Strike Clause,FR,"clause de non-grève, pas de conflit social, garantie d'interruption",15,Medium,Garantir que les problèmes sociaux n'affecteront jamais le projet.,Qualifier en 'efforts raisonnables' pour prévenir les conflits sociaux.,Manquement grave immédiat si vos employés font grève pour toute raison.
309,Dangerous,No-Strike Clause,ID,"tidak ada pemogokan, tidak ada sengketa tenaga kerja, jaminan tidak ada interupsi",15,Medium,Menjamin bahwa masalah tenaga kerja tidak akan pernah memengaruhi proyek.,Kualifikasikan sebagai 'upaya wajar' untuk mencegah gangguan tenaga kerja.,Pelanggaran material segera jika karyawan Anda melakukan pemogokan karena alasan apa pun.
310,Dangerous,Non-Compete for Contractors,EN,"non-concurrence, restriction, territoire, durée, entrave au commerce",20,High,Restreindre les entrepreneurs indépendants à travailler pour un autre client.,"S'assurer que les restrictions sont étroites en termes de portée, de géographie et de durée.",Incapacité de générer des revenus auprès d'autres clients pendant ou après le projet.
311,Dangerous,Non-Compete for Contractors,FR,"non-concurrence, restriction, territoire, durée, entrave au commerce",20,High,Restreindre les entrepreneurs indépendants à travailler pour un autre client.,"S'assurer que les restrictions sont étroites en termes de portée, de géographie et de durée.",Incapacité de générer des revenus auprès d'autres clients pendant ou après le projet.
312,Dangerous,Non-Compete for Contractors,ID,"non-concurrence, restriction, territoire, durée, entrave au commerce",20,High,Restreindre les entrepreneurs indépendants à travailler pour un autre client.,"S'assurer que les restrictions sont étroites en termes de portée, de géographie et de durée.",Incapacité de générer des revenus auprès d'autres clients pendant ou après le projet.
313,Dangerous,Obsolete Support,EN,"obsolete, support, hardware",20,High,Support old gear for free.,Define end of life policy.,Increasing costs.
314,Dangerous,Obsolete Support,FR,"obsolète, support, matériel",20,High,Support gratuit du vieux matériel.,Définir une politique de fin de vie.,Hausse des coûts de maintenance.
315,Dangerous,Obsolete Support,ID,dukungan perangkat usang,20,High,Dukung alat lama gratis.,Tentukan batas waktu.,Biaya naik.
316,Dangerous,One-Sided Fee Shifting,EN,"prevailing party, attorney fees, only for party A",15,Medium,Only one party gets their legal fees paid if they win in court.,Ensure the clause is 'mutual' for the prevailing party in any dispute.,Unfairly high cost to defend your rights even when you are correct.
317,Dangerous,One-Sided Fee Shifting,FR,"transfert de frais unilatéral, frais d'avocat, seulement partie A",15,Medium,Une seule partie voit ses frais d'avocat payés si elle gagne au tribunal.,S'assurer que la clause est 'mutuelle' pour la partie gagnante.,Coût injustement élevé pour défendre vos droits même quand vous avez raison.
318,Dangerous,One-Sided Fee Shifting,ID,"pihak yang menang, biaya pengacara, hanya untuk pihak A",15,Medium,Hanya satu pihak yang biaya hukumnya dibayar jika mereka menang di pengadilan.,Pastikan klausul tersebut 'timbal balik' bagi pihak yang menang dalam sengketa apa pun.,Biaya yang sangat tinggi secara tidak adil untuk membela hak Anda bahkan ketika Anda benar.
319,Dangerous,One-Sided Penalty,EN,"unilateral penalty, penalty applies only to, liquidated damages for one party",15,Medium,Unfair financial burden and lack of reciprocity in performance incentives.,Ensure penalties are reciprocal and fair for both parties.,Unfair financial burden and lack of reciprocity in performance incentives.
320,Dangerous,One-Sided Penalty,FR,"pénalité unilatérale, la pénalité ne s'applique qu'à, dommages-intérêts unilatéraux",15,Medium,Fardeau financier injuste et manque de réciprocité.,Assurer que les pénalités sont réciproques et équitables.,Unfair financial burden and lack of reciprocity in performance incentives.
321,Dangerous,One-Sided Penalty,ID,"denda sepihak, denda keterlambatan hanya bagi pihak kedua, penalti sepihak",15,Medium,Hanya Anda yang dihukum jika terlambat sementara mereka bebas.,Pastikan denda berlaku adil bagi kedua belah pihak.,Unfair financial burden and lack of reciprocity in performance incentives.
322,Dangerous,Open-Ended Service Obligations,EN,"services, scope, additional tasks, including but not limited to, results",15,Medium,Vague language requiring a party to do 'anything needed' to achieve a result.,Define 'Services' with an exhaustive and detailed Statement of Work (SOW).,Significant scope creep and uncontrolled delivery costs leading to project losses.
323,Dangerous,Open-Ended Service Obligations,FR,"services, portée, tâches supplémentaires, y compris mais sans s'y limiter",15,Medium,Termes vagues exigeant d'une partie qu'elle fasse 'tout ce qui est nécessaire' pour obtenir un résultat.,Définir les 'Services' par un énoncé des travaux (SOW) exhaustif et détaillé.,Dérive importante de la portée et coûts de livraison incontrôlés entraînant des pertes.
324,Dangerous,Open-Ended Service Obligations,ID,"layanan, ruang lingkup, tugas tambahan, termasuk namun tidak terbatas pada, hasil",15,Medium,Bahasa samar yang mengharuskan satu pihak melakukan 'apa pun yang diperlukan' untuk mencapai hasil.,Definisikan 'Layanan' dengan Pernyataan Kerja (SOW) yang komprehensif dan terperinci.,Scope creep yang signifikan dan biaya pengiriman yang tidak terkendali yang menyebabkan kerugian proyek.
325,Dangerous,Open-Ended Third Party Indemnity,EN,"third party indemnity, open-ended, indemnification, claim defense",25,Critical,Obligates a party to defend and indemnify against all third-party claims regardless of actual fault.,Limit indemnity to claims directly arising from gross negligence or willful misconduct.,Enormous legal defense costs and settlement liabilities for unrelated claims.
326,Dangerous,Open-Ended Third Party Indemnity,FR,"indemnité tiers ouverte, indemnisation illimitée, défense litige",25,Critical,Oblige une partie à défendre et indemniser contre toute réclamation de tiers sans égard à la faute.,Limiter l'indemnisation aux réclamations découlant d'une négligence grave ou faute intentionnelle.,Frais de défense juridique énormes et passifs de règlement pour des litiges tiers.
327,Dangerous,Open-Ended Third Party Indemnity,ID,"indemnitas pihak ketiga, ganti rugi terbuka, pembelaan klaim",25,Critical,Mewajibkan satu pihak untuk membela dan merugi terhadap semua klaim pihak ketiga tanpa memandang kesalahan aktual.,Batasi indemnitas hanya pada klaim yang langsung timbul dari kelalaian berat atau kesalahan disengaja.,Biaya pembelaan hukum yang besar dan kewajiban penyelesaian untuk klaim tidak terkait.
328,Dangerous,Overtime Claims Waiver,EN,"overtime waiver, waive overtime, unpaid overtime",20,High,Requires the employee to waive any future claims for unpaid overtime work.,Ensure overtime is tracked and paid according to statutory legal requirements.,"Violates mandatory labor laws, rendering the entire contract vulnerable to being voided."
329,Dangerous,Overtime Claims Waiver,FR,"renonciation heures supplémentaires, heures sup non payées",20,High,Exige que l'employé renonce à toute réclamation future pour des heures supplémentaires.,S'assurer que les heures supplémentaires sont suivies et payées selon la loi.,"Viole les lois d'ordre public sur le travail, exposant l'entreprise à de lourdes sanctions."
330,Dangerous,Overtime Claims Waiver,ID,"pelepasan klaim lembur, pengesampingan lembur, lembur tidak dibayar",20,High,Mengharuskan karyawan untuk melepaskan klaim masa depan atas kerja lembur yang tidak dibayar.,Pastikan waktu lembur dicatat dan dibayar sesuai dengan ketentuan hukum yang berlaku.,"Melanggar hukum ketenagakerjaan wajib, membuat seluruh kontrak rentan dibatalkan."
331,Dangerous,Ownership of Background IP,EN,"background IP, preexisting, ownership transfer, vest",25,Critical,Clause attempts to take ownership of IP you created before the contract.,Explicitly state that each party retains ownership of its Background IP.,Loss of your core proprietary technology to a client or competitor.
332,Dangerous,Ownership of Background IP,FR,"PI antérieure, préexistant, transfert de propriété",25,Critical,La clause tente de s'approprier la PI que vous avez créée avant le contrat.,Préciser que chaque partie conserve la propriété de sa PI antérieure.,Perte de votre technologie propriétaire au profit d'un client ou concurrent.
333,Dangerous,Ownership of Background IP,ID,"IP latar belakang, sudah ada sebelumnya, pengalihan kepemilikan, rompi",25,Critical,Klausul berupaya mengambil kepemilikan IP yang Anda buat sebelum kontrak.,Nyatakan secara eksplisit bahwa masing-masing pihak tetap memiliki IP Latar Belakangnya.,Kehilangan teknologi inti milik Anda kepada klien atau pesaing.
334,Dangerous,Partnership Share Transfer Veto,EN,"transfer veto, restrict share transfer, sale approval",15,Medium,Grants partners absolute veto rights over any proposed sale or transfer of partnership interest.,"Require that approval of transfer must not be unreasonably withheld, delayed, or conditioned.","Partners are trapped in the partnership indefinitely, unable to liquidate their holdings."
335,Dangerous,Partnership Share Transfer Veto,FR,"veto transfert parts, restriction cession parts, approbation vente",15,Medium,Accorde aux associés un droit de veto absolu sur tout projet de cession de parts sociales.,Prévoir que l'approbation du transfert ne peut être refusée ou retardée de manière déraisonnable.,"Les associés sont bloqués indéfiniment, incapables de liquider leurs investissements."
336,Dangerous,Partnership Share Transfer Veto,ID,"veto pengalihan saham kemitraan, batasi penjualan saham",15,Medium,Memberikan hak veto mutlak kepada mitra atas usulan penjualan atau pengalihan kepemilikan kemitraan.,"Wajibkan bahwa persetujuan pengalihan tidak boleh ditahan, ditunda, atau dipersyaratkan secara tidak wajar.","Mitra terjebak dalam kemitraan tanpa batas waktu, tidak dapat melikuidasi kepemilikan mereka."
337,Dangerous,Perpetual Confidentiality,EN,"confidentiality, perpetual, forever, survival, non-disclosure",15,Medium,Survival of confidentiality obligations forever is legally impractical and hard to manage.,Limit the survival period of confidentiality to 3-5 years post-termination.,Long-term compliance burden and tail liability long after the business relationship ends.
338,Dangerous,Perpetual Confidentiality,FR,"confidentialité, perpétuel, à vie, survie, non-divulgation",15,Medium,La survie des obligations de confidentialité pour toujours est juridiquement peu pratique et difficile à gérer.,Limiter la durée de survie de la confidentialité à 3-5 ans après la résiliation.,Charge de conformité à long terme et responsabilité résiduelle longtemps après la fin de la relation.
339,Dangerous,Perpetual Confidentiality,ID,"kerahasiaan, abadi, selamanya, kelangsungan, non-disclosure",15,Medium,Kelangsungan kewajiban kerahasiaan selamanya secara hukum tidak praktis dan sulit dikelola.,Batasi periode kelangsungan kerahasiaan menjadi 3-5 tahun setelah pengakhiran.,Beban kepatuhan jangka panjang dan tanggung jawab sisa lama setelah hubungan bisnis berakhir.
340,Dangerous,Personal Device Audit,EN,"audit, personal, BYOD",20,High,Search private phones.,Limit to company gear.,Legal liability.
341,Dangerous,Personal Device Audit,FR,"audit, personnel, BYOD",20,High,Fouille des téléphones privés.,Limiter au matériel de l'entreprise.,Responsabilité juridique.
342,Dangerous,Personal Device Audit,ID,audit perangkat pribadi,20,High,Periksa ponsel pribadi.,Batasi pada alat kantor.,Tanggung jawab hukum.
343,Dangerous,Post-Employment Invention Assignment,EN,"invention assignment, post-employment, intellectual property, ideas",25,Critical,Claims ownership over intellectual property created by employees even after they leave the company.,Limit assignment strictly to IP created during employment and directly related to job duties.,"Ex-employees lose rights to their personal innovations, leading to legal disputes."
344,Dangerous,Post-Employment Invention Assignment,FR,"cession inventions post-emploi, propriété intellectuelle, brevets",25,Critical,Revendique la propriété de la propriété intellectuelle créée par l'employé même après son départ.,Limiter la cession strictement aux PI créées pendant l'emploi et liées aux fonctions.,"Les ex-employés perdent les droits sur leurs innovations personnelles, créant des litiges."
345,Dangerous,Post-Employment Invention Assignment,ID,"pengalihan penemuan, pasca-kerja, kekayaan intelektual, ide baru",25,Critical,Mengklaim kepemilikan atas kekayaan intelektual yang dibuat oleh karyawan bahkan setelah mereka keluar dari perusahaan.,Batasi pengalihan secara ketat hanya pada IP yang dibuat selama bekerja dan terkait tugas pekerjaan.,"Mantan karyawan kehilangan hak atas inovasi pribadi mereka, menyebabkan perselisihan hukum."
346,Dangerous,Post-Partnership Non-Compete,EN,"post-partnership non-compete, restriction after exit, covenant not to compete",20,High,Prevents partners from engaging in similar business anywhere in the country for years after exiting.,"Restrict the non-compete to specific competitor names, a narrow local radius, and a maximum of 12 months.","Exiting partners cannot practice their trade, locking them out of the market."
347,Dangerous,Post-Partnership Non-Compete,FR,"non-concurrence post-partenariat, restriction après sortie, clause concurrence",20,High,Empêche les associés d'exercer une activité similaire dans tout le pays pendant des années après leur départ.,"Limiter la clause à des concurrents nommés, un rayon local étroit et un maximum de 12 mois.","Les associés sortants ne peuvent plus exercer leur métier, les excluant du marché."
348,Dangerous,Post-Partnership Non-Compete,ID,"non-kompetisi pasca-kemitraan, batasan setelah keluar",20,High,Mencegah mitra melakukan bisnis serupa di mana pun di negara ini selama bertahun-tahun setelah keluar.,"Batasi non-kompetisi pada nama pesaing tertentu, radius lokal sempit, dan maksimum 12 bulan.","Mitra yang keluar tidak dapat menjalankan keahlian mereka, mengunci mereka keluar dari pasar."
349,Dangerous,Private Dispute Forced,EN,"private, dispute, no info",15,Medium,Hide all legal battles.,Allow law-required disclosure.,No accountability.
350,Dangerous,Private Dispute Forced,FR,"privé, litige, confidentiel",15,Medium,Cacher toutes les batailles juridiques.,Autoriser la divulgation légale.,Manque de responsabilité.
351,Dangerous,Private Dispute Forced,ID,sengketa tertutup paksa,15,Medium,Sembunyikan perang hukum.,Izinkan buka jika wajib hukum.,Tanpa akuntabilitas.
352,Dangerous,Prohibition of Vendor Staff Hiring,EN,"hiring restriction, ban vendor staff, hire ban, recruitment block",15,Medium,Prohibits the customer from ever hiring any current or former employee of the vendor directly.,"Limit restrictions to active key personnel directly involved in the project, up to 12 months.",Severely limits the customer's recruitment pool and talent acquisition options.
353,Dangerous,Prohibition of Vendor Staff Hiring,FR,"interdiction embauche personnel prestataire, blocage recrutement",15,Medium,Interdit au client d'embaucher directement tout employé ou ex-employé du fournisseur.,Limiter la restriction aux seuls cadres clés du projet pendant un maximum de 12 mois.,Limite fortement les options de recrutement et d'acquisition de talents du client.
354,Dangerous,Prohibition of Vendor Staff Hiring,ID,"larangan rekrut staf vendor, pembatasan rekrutmen kontraktor",15,Medium,Melarang pelanggan mempekerjakan karyawan atau mantan karyawan vendor secara langsung.,"Batasi larangan hanya pada personel kunci aktif yang terlibat dalam proyek, hingga 12 bulan.",Sangat membatasi kumpulan rekrutmen pelanggan dan opsi akuisisi bakat.
355,Dangerous,Proprietary Protocol Lock-in,EN,"proprietary protocol, closed system, non-standard",20,High,Using secret methods that prevent other software from connecting.,"Require adherence to industry-standard protocols (e.g., REST, JSON).",Inability to integrate with other tools or move data to a new vendor.
356,Dangerous,Proprietary Protocol Lock-in,FR,"protocole propriétaire, système fermé, non standard",20,High,Usage de méthodes secrètes empêchant toute connexion tierce.,"Exiger le respect des protocoles standards (ex: REST, JSON).",Incapacité d'intégration ou de migration vers un autre vendeur.
357,Dangerous,Proprietary Protocol Lock-in,ID,"protokol kepemilikan, sistem tertutup, non-standar",20,High,Menggunakan metode rahasia yang mencegah perangkat lunak lain terhubung.,Wajibkan kepatuhan terhadap protokol standar industri.,Ketidakmampuan berintegrasi atau memindahkan data ke vendor baru.
358,Dangerous,Proprietary Tool Mandatory,EN,"tools, proprietary",20,High,Forced use of broken tools.,Allow industry standards.,Low efficiency.
359,Dangerous,Proprietary Tool Mandatory,FR,"outils, propriétaire",20,High,Usage forcé d'outils défaillants.,Autoriser les standards industriels.,Faible efficacité.
360,Dangerous,Proprietary Tool Mandatory,ID,alat wajib klien,20,High,Paksa alat yang rusak.,Izinkan standar industri.,Efisiensi rendah.
361,Dangerous,Remote Worker Home Audit,EN,"home audit, remote",25,Critical,Enter private homes for audit.,Limit to digital audits.,Privacy violation.
362,Dangerous,Remote Worker Home Audit,FR,"audit, domicile, télétravail",25,Critical,Entrer chez les employés pour audit.,Limiter aux audits digitaux.,Violation de la vie privée.
363,Dangerous,Remote Worker Home Audit,ID,audit rumah pekerja remote,25,Critical,Masuk rumah pribadi untuk audit.,Batasi pada audit digital.,Pelanggaran privasi.
364,Dangerous,Retroactive IP Claims,EN,"retroactive IP, patent claim backdate, historic infringement",25,Critical,Applies intellectual property infringement liability to code or technology used before the contract date.,Indemnity must only cover claims starting from the effective date of the agreement.,Exposure to massive historical liabilities for pre-existing system implementations.
365,Dangerous,Retroactive IP Claims,FR,"réclamations PI rétroactives, contrefaçon passée, antériorité",25,Critical,Applique la responsabilité pour contrefaçon de PI aux technologies utilisées avant le contrat.,L'indemnisation ne doit couvrir que les réclamations nées après la date d'effet.,Exposition à des passifs historiques majeurs pour des systèmes préexistants.
366,Dangerous,Retroactive IP Claims,ID,"klaim IP retroaktif, pelanggaran paten masa lalu",25,Critical,Menerapkan tanggung jawab pelanggaran kekayaan intelektual pada kode atau teknologi yang digunakan sebelum tanggal kontrak.,Indemnitas hanya boleh mencakup klaim yang dimulai sejak tanggal efektif perjanjian.,Paparan kewajiban historis yang besar untuk implementasi sistem yang sudah ada sebelumnya.
367,Dangerous,Retroactive Pricing Adjustments,EN,"retroactive price, back-bill, price increase, historical adjustment",25,Critical,Allows the vendor to increase prices retroactively for services already rendered and paid.,Prohibit retroactive price increases; adjustments must only apply prospectively with notice.,Unbudgeted retroactive liabilities and sudden cash flow disruption.
368,Dangerous,Retroactive Pricing Adjustments,FR,"prix rétroactif, facturation rétroactive, hausse historique, ajustement",25,Critical,Permet au fournisseur d'augmenter rétroactivement les prix des services déjà fournis.,Interdire les hausses rétroactives; les prix ne changent que pour l'avenir avec préavis.,Passifs rétroactifs non budgétisés et perturbation de la trésorerie.
369,Dangerous,Retroactive Pricing Adjustments,ID,"harga retroaktif, penagihan mundur, kenaikan harga lalu, penyesuaian historis",25,Critical,Mengizinkan vendor menaikkan harga secara retroaktif untuk layanan yang sudah diberikan dan dibayar.,Larang kenaikan harga retroaktif; penyesuaian hanya boleh berlaku ke depan dengan pemberitahuan.,Kewajiban retroaktif yang tidak dianggarkan dan gangguan arus kas mendadak.
370,Dangerous,Retroactive Rebate Demands,EN,"retroactive rebate, volume rebate, pricing clawback",20,High,Allows the buyer to demand retroactive discounts or rebates based on cumulative purchase volumes.,Ensure rebates are applied only to future orders or clearly capped at realistic thresholds.,Sudden profit margin collapse and administrative complexity in recalculating invoices.
371,Dangerous,Retroactive Rebate Demands,FR,"demandes rabais rétroactifs, remise rétroactive, volume achat",20,High,Permet à l'acheteur d'exiger des remises rétroactives selon les volumes cumulés d'achats.,S'assurer que les remises ne s'appliquent qu'aux commandes futures ou soient plafonnées.,Chute soudaine de la marge bénéficiaire et complexité de refacturation rétroactive.
372,Dangerous,Retroactive Rebate Demands,ID,"tuntutan rabat retroaktif, potongan harga mundur, volume rabat",20,High,Mengizinkan pembeli menuntut diskon retroaktif atau rabat berdasarkan akumulasi volume pembelian.,Pastikan rabat hanya diterapkan pada pesanan masa depan atau dibatasi secara jelas pada ambang batas realistis.,Runtuhnya margin keuntungan secara mendadak dan kerumitan administratif dalam menghitung ulang faktur.
373,Dangerous,Retrospective NDA Obligations,EN,"retrospective NDA, prior disclosures, backdate confidentiality",20,High,Applies confidentiality obligations to all communications made prior to the NDA signing date.,Clearly list and restrict the scope of retroactively protected communications.,Accidental breaches of historical communications that were not marked as confidential.
374,Dangerous,Retrospective NDA Obligations,FR,"NDA rétrospectif, divulgations antérieures, rétroactivité",20,High,Applique les obligations de confidentialité aux communications antérieures à la signature.,Lister et restreindre clairement la portée des communications protégées rétroactivement.,Violations accidentelles de communications passées non identifiées comme confidentielles.
375,Dangerous,Retrospective NDA Obligations,ID,"kewajiban NDA retrospektif, pengungkapan masa lalu, kerahasiaan mundur",20,High,Menerapkan kewajiban kerahasiaan pada semua komunikasi yang dilakukan sebelum tanggal penandatanganan NDA.,Daftar secara jelas dan batasi ruang lingkup komunikasi yang dilindungi secara retroaktif.,Pelanggaran tidak disengaja atas komunikasi historis yang tidak ditandai sebagai rahasia.
376,Dangerous,Reverse Indemnity for Gross Negligence,EN,"indemnify, even for gross negligence, willful misconduct",25,Critical,Asking you to pay for the other party's intentional or reckless acts.,Never indemnify a party for their own gross negligence or willful acts.,Unfairly bearing the cost of the counterparty's illegal or reckless behavior.
377,Dangerous,Reverse Indemnity for Gross Negligence,FR,"indemnisation inverse pour négligence grave, faute intentionnelle",25,Critical,Vous demander de payer pour les actes intentionnels ou téméraires de l'autre partie.,Ne jamais indemniser une partie pour sa propre négligence grave.,Supporter indûment le coût du comportement illégal de la contrepartie.
378,Dangerous,Reverse Indemnity for Gross Negligence,ID,"ganti rugi, bahkan untuk kelalaian berat, pelanggaran yang disengaja",25,Critical,Meminta Anda membayar tindakan sengaja atau ceroboh pihak lain.,Jangan pernah memberi ganti rugi kepada pihak atas kelalaian berat atau tindakan sengaja mereka sendiri.,Menanggung biaya gugatan mahal lawan janji secara tidak adil atas perilaku ilegal atau ceroboh mereka.
379,Dangerous,Rigid Most Favored Customer (MFC),EN,"most favored customer, MFC, best price",20,High,A requirement to always give this client the lowest price given to others.,Add exceptions for volume discounts or specific promotional periods.,Inability to negotiate special deals without losing profit here.
380,Dangerous,Rigid Most Favored Customer (MFC),FR,"client le plus favorisé, MFC, meilleur prix",20,High,Obligation de toujours accorder le prix le plus bas à ce client.,Ajouter des exceptions pour les remises sur volume.,Incapacité à négocier des contrats spéciaux sans perte ici.
381,Dangerous,Rigid Most Favored Customer (MFC),ID,"pelanggan paling disukai, MFC, harga terbaik",20,High,Persyaratan selalu memberikan klien ini harga terendah dibanding lainnya.,Tambahkan pengecualian untuk diskon volume atau promosi.,Ketidakmampuan negosiasi kesepakatan khusus tanpa kehilangan profit.
382,Dangerous,Scope Creep Unilateral,EN,"scope, creep, unilateral",25,Critical,Add work for same price.,Use change requests.,Project failure.
383,Dangerous,Scope Creep Unilateral,FR,"périmètre, dérive, unilatéral",25,Critical,Ajouter du travail au même prix.,Utiliser des demandes de changement.,Échec du projet.
384,Dangerous,Scope Creep Unilateral,ID,kenaikan lingkup sepihak,25,Critical,Tambah kerja harga sama.,Gunakan permintaan ubah.,Gagal proyek.
385,Dangerous,Security Change Unilateral,EN,"security, change, unilateral",20,High,Demand new tools any time.,Fix baseline process.,Unplanned costs.
386,Dangerous,Security Change Unilateral,FR,"sécurité, changement, unilatéral",20,High,Exiger de nouveaux outils à tout moment.,Fixer un processus de base.,Coûts imprévus.
387,Dangerous,Security Change Unilateral,ID,ubah keamanan sepihak,20,High,Tuntut alat baru kapan saja.,Tetapkan proses dasar.,Biaya tak terencana.
388,Dangerous,Sole Discretion,EN,"sole discretion, absolute right, at its own option, unilateral decision",15,Medium,Allows arbitrary decisions without objective criteria or fairness.,Replace with 'acting reasonably' or 'based on mutual agreement'.,Allows arbitrary decisions without objective criteria or fairness.
389,Dangerous,Sole Discretion,FR,"discrétion exclusive, droit absolu, à sa seule discrétion",15,Medium,Permet des décisions arbitraires sans critères objectifs.,Remplacer par 'agissant raisonnablement' ou 'sur accord mutuel'.,Allows arbitrary decisions without objective criteria or fairness.
390,Dangerous,Sole Discretion,ID,"atas kebijakan sendiri, secara mutlak, keputusan sepihak",15,Medium,Keputusan diambil secara subjektif oleh satu pihak saja.,"Ganti dengan ""berdasarkan kriteria yang disepakati bersama"".",Allows arbitrary decisions without objective criteria or fairness.
391,Dangerous,Step-in Without Cause,EN,"step-in, takeover, intervention, discretionary",20,High,The customer can take over your operations for any reason.,Strictly limit step-in rights to cases of prolonged material breach.,Loss of operational control and proprietary methods during takeover.
392,Dangerous,Step-in Without Cause,FR,"substitution, reprise, intervention, à tout moment",20,High,Le client peut reprendre les opérations pour n'importe quelle raison.,Limiter la substitution aux cas de manquement grave prolongé.,Perte du contrôle opérationnel lors d'une reprise.
393,Dangerous,Step-in Without Cause,ID,"step-in, pengambilalihan, intervensi, diskresioner",20,High,Pelanggan dapat mengambil alih operasi Anda karena alasan apa pun.,Batasi hak step-in hanya pada kasus pelanggaran material lama.,Hilangnya kendali operasional selama pengambilalihan.
394,Dangerous,Strict Minor Delay Penalty,EN,"delay penalty, strict delay, delivery delay fine, late shipment",20,High,"Imposes severe penalties for minor delivery delays, without considering force majeure or carrier errors.","Include a grace period (e.g., 2-3 business days) and exclude penalties for force majeure events.","Frequent, unfair penalty fees eat into thin supplier margins over minor logistics issues."
395,Dangerous,Strict Minor Delay Penalty,FR,"pénalité retard mineur stricte, amende livraison tardive",20,High,"Impose de lourdes pénalités pour des retards de livraison minimes, sans égard à la force majeure.",Inclure un délai de grâce (ex. 2-3 jours ouvrables) et exclure la force majeure.,Des pénalités fréquentes érodent les marges sur de simples problèmes de logistique.
396,Dangerous,Strict Minor Delay Penalty,ID,"penalti keterlambatan minor ketat, denda kirim lambat",20,High,"Mengenakan penalti berat untuk keterlambatan pengiriman kecil, tanpa mempertimbangkan keadaan kahar atau kesalahan kurir.",Sertakan masa tenggang (misal: 2-3 hari kerja) dan kecualikan penalti untuk peristiwa keadaan kahar.,Denda penalti yang sering dan tidak adil memotong margin pemasok yang tipis atas masalah logistik kecil.
397,Dangerous,Strict Time is of the Essence,EN,"time is of the essence, strict compliance, delay, default",20,High,Being one minute late on a delivery is treated as a total material breach.,Soften language to 'reasonable endeavors' for non-critical milestones.,Disproportionate penalties and termination rights for minor schedule slips.
