ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact,Contract_Type,Type,Legal_Reference
469,Detection,Indemnity for Personal Injury,EN,"personal injury indemnity, bodily injury indemnity",0,Critical,Requires a party to indemnify the other for personal injury (including death) caused by the indemnifying party's negligence or willful misconduct.,"Specify the scope, any exclusions (e.g., pre-existing conditions), and compliance with insurance requirements.","Without this indemnity, the injured party may have to rely on its own insurance or sue, which may be costly and uncertain.",Commercial Agreement; SaaS Agreement,Software,KUH Perdata mengenai ganti rugi dan wanprestasi (Pasal 1243 dan seterusnya); Pasal 1365 KUH Perdata untuk perbuatan melawan hukum.
470,Detection,Indemnity for Personal Injury,ID,"indemnitas cedera pribadi, indemnitas cedera tubuh",0,Critical,Mengharuskan satu pihak untuk memberi ganti rugi kepada pihak lain atas cedera pribadi yang disebabkan oleh kelalaian atau kesalahan yang disengaja.,Tentukan ruang lingkup dan pengecualian.,"Tanpa indemnitas, pihak yang cedera mungkin harus mengandalkan asuransinya sendiri.",Commercial Agreement; SaaS Agreement,Software,KUH Perdata mengenai ganti rugi dan wanprestasi (Pasal 1243 dan seterusnya); Pasal 1365 KUH Perdata untuk perbuatan melawan hukum.
471,Detection,Indemnity for Personal Injury,FR,indemnité pour dommages corporels,0,Critical,Exige qu'une partie indemnise l'autre pour les blessures corporelles causées par sa négligence.,Spécifier la portée.,"Sans indemnité, la partie blessée peut dépendre de sa propre assurance.",Commercial Agreement; SaaS Agreement,Software,KUH Perdata mengenai ganti rugi dan wanprestasi (Pasal 1243 dan seterusnya); Pasal 1365 KUH Perdata untuk perbuatan melawan hukum.
472,Detection,No Consequential Damages for Indemnity,EN,"no consequential damages for indemnity, indirect damages exclusion",0,High,"Excludes indirect or consequential damages from the scope of an indemnity obligation, limiting liability to direct losses.","Include a clear statement that indemnification does not cover consequential damages, unless otherwise agreed.","Without this exclusion, the indemnifying party could be liable for massive indirect losses far beyond the contract value, creating disproportionate risk.",All Contracts,General Commercial,KUH Perdata mengenai ganti rugi dan wanprestasi (Pasal 1243 dan seterusnya); Pasal 1365 KUH Perdata untuk perbuatan melawan hukum.
473,Detection,No Consequential Damages for Indemnity,ID,"tidak ada ganti rugi konsekuensial untuk indemnitas, pengecualian kerugian tidak langsung",0,High,"Mengecualikan kerugian tidak langsung atau konsekuensial dari ruang lingkup kewajiban indemnitas, membatasi kewajiban hanya pada kerugian langsung.",Sertakan pernyataan yang jelas bahwa indemnitas tidak mencakup kerugian konsekuensial.,"Tanpa pengecualian, pihak pemberi indemnitas dapat bertanggung jawab atas kerugian tidak langsung yang besar.",All Contracts,General Commercial,KUH Perdata mengenai ganti rugi dan wanprestasi (Pasal 1243 dan seterusnya); Pasal 1365 KUH Perdata untuk perbuatan melawan hukum.
474,Detection,No Consequential Damages for Indemnity,FR,exclusion des dommages indirects pour l'indemnité,0,High,Exclut les dommages indirects du champ de l'indemnisation.,Inclure une déclaration claire.,"Sans exclusion, l'indemnisateur peut être responsable de pertes indirectes massives.",All Contracts,General Commercial,KUH Perdata mengenai ganti rugi dan wanprestasi (Pasal 1243 dan seterusnya); Pasal 1365 KUH Perdata untuk perbuatan melawan hukum.
475,Detection,Duty to Defend,EN,"duty to defend, defense obligation, indemnitor's duty",0,High,"Requires the indemnifying party to take over the defense of any claim covered by the indemnity, including hiring lawyers and managing litigation.","Specify that the duty to defend applies immediately upon tender, and the indemnitee's right to independent counsel if conflicts arise.","Without a duty to defend clause, the indemnified party may have to pay its own defense costs upfront, then seek reimbursement after the case ends.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
476,Detection,Duty to Defend,ID,"kewajiban membela, kewajiban pembelaan, kewajiban pemberi indemnitas",0,High,"Mengharuskan pihak pemberi indemnitas untuk mengambil alih pembelaan klaim yang dicakup oleh indemnitas, termasuk mempekerjakan pengacara dan mengelola litigasi.",Tentukan bahwa kewajiban membela berlaku segera setelah penawaran.,"Tanpa klausul, pihak yang diindemnifikasi mungkin harus membayar biaya pembelaan sendiri terlebih dahulu.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
477,Detection,Duty to Defend,FR,"obligation de défendre, devoir de l'indemnisateur",0,High,Exige que l'indemnisateur prenne en charge la défense de toute réclamation couverte.,Spécifier l'application immédiate.,"Sans clause, la partie indemnisée peut devoir avancer ses frais de défense.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
478,Detection,Anti-Assignment,EN,"anti-assignment, no assignment without consent, non-assignable",0,High,Prohibits a party from assigning the contract or any rights under it without the other party's prior written consent.,"Specify that consent may not be unreasonably withheld, or that certain assignments (e.g., to affiliates) are permitted without consent.","Without an anti-assignment clause, a party could assign the contract to an unknown, unqualified third party, exposing the other party to increased risk.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
479,Detection,Anti-Assignment,ID,"anti-pengalihan, tidak ada pengalihan tanpa persetujuan, tidak dapat dialihkan",0,High,Melarang pihak untuk mengalihkan kontrak atau hak apa pun di dalamnya tanpa persetujuan tertulis sebelumnya dari pihak lain.,Tentukan bahwa persetujuan tidak boleh ditahan secara tidak wajar.,"Tanpa klausul, satu pihak dapat mengalihkan kontrak kepada pihak ketiga yang tidak dikenal.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
480,Detection,Anti-Assignment,FR,"anti-cession, non-cession sans consentement, incessible",0,High,Interdit la cession du contrat sans consentement écrit préalable.,Spécifier que le consentement ne peut être refusé de manière déraisonnable.,"Sans clause, une partie pourrait céder le contrat à un tiers inconnu.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
481,Detection,Assignment to Affiliates,EN,"assignment to affiliates, affiliate assignment, intra-group transfer",0,Medium,"Permits a party to assign the contract to its parent, subsidiary, or other affiliated entity without the other party's consent.","Define what constitutes an affiliate, and require notice of the assignment.","Without this clause, a party may need consent for routine internal reorganizations, causing delays and administrative burden.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
482,Detection,Assignment to Affiliates,ID,"pengalihan ke afiliasi, pengalihan afiliasi, transfer intra-grup",0,Medium,"Mengizinkan pihak untuk mengalihkan kontrak kepada induk, anak perusahaan, atau entitas afiliasi lainnya tanpa persetujuan pihak lain.","Definisikan apa yang dimaksud dengan afiliasi, dan wajibkan pemberitahuan pengalihan.","Tanpa klausul ini, satu pihak mungkin memerlukan persetujuan untuk reorganisasi internal rutin.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
483,Detection,Assignment to Affiliates,FR,"cession à des affiliés, transfert intra-groupe",0,Medium,Permet à une partie de céder le contrat à une société affiliée sans consentement.,Définir les affiliés et exiger un avis de cession.,"Sans clause, le consentement peut être nécessaire pour des réorganisations internes.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
484,Detection,Successors and Assigns,EN,"successors and assigns, binding effect, assigns",0,Low,Provides that the contract is binding upon and inures to the benefit of the parties' successors and permitted assigns.,Include a standard successors and assigns clause to ensure contractual continuity after corporate reorganizations or asset transfers.,"Without this clause, the contract may not automatically transfer to a successor entity, requiring renegotiation.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
485,Detection,Successors and Assigns,ID,"penerus dan penerima pengalihan, efek mengikat, penerima pengalihan",0,Low,Menyatakan bahwa kontrak mengikat dan menguntungkan bagi penerus dan penerima pengalihan yang diizinkan dari para pihak.,Sertakan klausul penerus dan penerima pengalihan standar.,"Tanpa klausul ini, kontrak mungkin tidak secara otomatis beralih ke entitas penerus.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
486,Detection,Successors and Assigns,FR,"successeurs et ayants droit, effet obligatoire",0,Low,Prévoit que le contrat lie et profite aux successeurs et ayants droit autorisés.,Inclure une clause standard.,"Sans clause, le contrat peut ne pas transférer automatiquement.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
487,Detection,No Third-Party Beneficiaries,EN,"no third-party beneficiaries, no third-party rights",0,Low,"Clarifies that only the parties to the contract have rights to enforce it, excluding any third parties.",Include a standard clause stating that nothing in the contract creates any third-party beneficiary rights.,"Without this clause, unintended third parties may claim rights under the contract, leading to unexpected liability.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
488,Detection,No Third-Party Beneficiaries,ID,"tidak ada penerima manfaat pihak ketiga, tidak ada hak pihak ketiga",0,Low,"Memperjelas bahwa hanya para pihak dalam kontrak yang memiliki hak untuk menegakkannya, mengecualikan pihak ketiga mana pun.",Sertakan klausul standar yang menyatakan bahwa tidak ada hak penerima manfaat pihak ketiga.,"Tanpa klausul ini, pihak ketiga yang tidak dimaksud dapat mengklaim hak.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
489,Detection,No Third-Party Beneficiaries,FR,"absence de tiers bénéficiaires, pas de droits des tiers",0,Low,Précise que seules les parties ont le droit d'exécuter le contrat.,Inclure une clause standard.,"Sans clause, des tiers non visés peuvent revendiquer des droits.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
490,Detection,Force Majeure Specific Events,EN,"force majeure events, specified force majeure, pandemics, cyber attacks",0,Medium,"Lists specific events (e.g., pandemic, cyberattack, terrorism) that qualify as force majeure, providing clarity beyond generic language.","Explicitly include modern events like pandemics, government lockdowns, and cyberattacks as force majeure events.","Without specific inclusion, a court might not consider a pandemic or cyberattack as a force majeure event, leaving a party liable for non-performance.",All Contracts,General Commercial,Pasal 1244 dan 1245 KUH Perdata mengenai keadaan memaksa (force majeure).
491,Detection,Force Majeure Specific Events,ID,"keadaan kahar, peristiwa spesifik, pandemi, serangan siber",0,Medium,"Mencantumkan peristiwa spesifik yang memenuhi syarat sebagai keadaan kahar, memberikan kejelasan di luar bahasa umum.","Sertakan secara eksplisit peristiwa modern seperti pandemi, lockdown pemerintah, dan serangan siber.","Tanpa pencantuman spesifik, pengadilan mungkin tidak menganggap pandemi sebagai keadaan kahar.",All Contracts,General Commercial,Pasal 1244 dan 1245 KUH Perdata mengenai keadaan memaksa (force majeure).
492,Detection,Force Majeure Specific Events,FR,"force majeure, événements spécifiques, pandémies, cyberattaques",0,Medium,"Énumère des événements spécifiques (pandémie, cyberattaque) comme force majeure, apportant clarté.","Inclure explicitement pandémies, confinements gouvernementaux et cyberattaques.","Sans inclusion, un tribunal pourrait ne pas les considérer comme force majeure.",All Contracts,General Commercial,Pasal 1244 dan 1245 KUH Perdata mengenai keadaan memaksa (force majeure).
493,Detection,Force Majeure Mitigation,EN,"mitigation of force majeure, duty to mitigate, minimize impact",0,Medium,Requires the party affected by a force majeure event to take reasonable steps to minimize the delay or damage.,Include a clause obligating the affected party to mitigate the effects of force majeure and resume performance as soon as possible.,"Without a mitigation duty, the affected party may remain idle during a force majeure, extending delays unnecessarily.",All Contracts,General Commercial,Pasal 1244 dan 1245 KUH Perdata mengenai keadaan memaksa (force majeure).
494,Detection,Force Majeure Mitigation,ID,"mitigasi keadaan kahar, kewajiban mitigasi, meminimalkan dampak",0,Medium,Mengharuskan pihak yang terkena dampak keadaan kahar untuk mengambil langkah-langkah yang wajar untuk meminimalkan keterlambatan atau kerusakan.,Sertakan klausul yang mewajibkan pihak yang terkena dampak untuk mengurangi dampak keadaan kahar.,"Tanpa kewajiban mitigasi, pihak yang terkena dampak mungkin tetap menganggur.",All Contracts,General Commercial,Pasal 1244 dan 1245 KUH Perdata mengenai keadaan memaksa (force majeure).
495,Detection,Force Majeure Mitigation,FR,"atténuation de la force majeure, devoir d'atténuer, minimiser l'impact",0,Medium,Exige que la partie affectée prenne des mesures raisonnables pour minimiser le retard.,Inclure une clause d'atténuation.,"Sans devoir, la partie affectée pourrait rester inactive.",All Contracts,General Commercial,Pasal 1244 dan 1245 KUH Perdata mengenai keadaan memaksa (force majeure).
496,Detection,Termination for Convenience,EN,"termination for convenience, unilateral termination, early termination",0,High,"Allows a party to terminate the contract without cause, often upon paying a termination fee, providing flexibility.","Specify the notice period, any termination fee (e.g., unpaid work, wind-down costs), and transition assistance obligations.","Without a termination for convenience clause, a party may be locked into a long-term contract even if the project is no longer needed.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
497,Detection,Termination for Convenience,ID,"pemutusan demi kenyamanan, pemutusan sepihak, pemutusan dini",0,High,"Memungkinkan pihak untuk mengakhiri kontrak tanpa alasan, seringkali dengan membayar biaya pemutusan, memberikan fleksibilitas.","Tentukan masa pemberitahuan, biaya pemutusan, dan kewajiban bantuan transisi.","Tanpa klausul ini, satu pihak mungkin terkunci dalam kontrak jangka panjang.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
498,Detection,Termination for Convenience,FR,"résiliation pour convenance, résiliation unilatérale, résiliation anticipée",0,High,"Permet de résilier sans motif, souvent moyennant des frais.","Spécifier le préavis, les frais, et l'assistance à la transition.","Sans clause, une partie peut être liée à long terme.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
499,Detection,Termination for Cause,EN,"termination for cause, breach termination, default termination",0,High,Allows a party to terminate the contract if the other party commits a material breach and fails to cure it within a specified period.,"Define what constitutes a material breach, the cure period, and the consequences of termination (e.g., payment for work done).","Without a clear termination for cause clause, a party may be uncertain when it can terminate, or may be forced to continue with a failing counterparty.",Employment Contract,Employment,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
500,Detection,Termination for Cause,ID,"pemutusan karena alasan, pemutusan karena pelanggaran, pemutusan wanprestasi",0,High,Memungkinkan pihak untuk mengakhiri kontrak jika pihak lain melakukan pelanggaran material dan gagal memperbaikinya dalam periode tertentu.,"Definisikan pelanggaran material, masa perbaikan, dan konsekuensi pemutusan.","Tanpa klausul yang jelas, satu pihak mungkin ragu kapan dapat mengakhiri kontrak.",Employment Contract,Employment,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
501,Detection,Termination for Cause,FR,"résiliation pour manquement, résiliation pour défaut",0,High,Permet de résilier en cas de manquement grave non réparé.,Définir le manquement grave et le délai de guérison.,"Sans clause claire, une partie peut être incertaine.",Employment Contract,Employment,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
502,Detection,Survival of Obligations,EN,"survival, survival clause, post-termination obligations",0,High,"Specifies which obligations continue after contract termination (e.g., confidentiality, indemnities, payment of accrued fees).","List the clauses that survive termination, such as confidentiality, indemnification, payment, and dispute resolution.","Without a survival clause, all obligations may terminate, leaving no protection for trade secrets or ongoing indemnity claims.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
503,Detection,Survival of Obligations,ID,"kelangsungan kewajiban, klausul kelangsungan, kewajiban pasca-pemutusan",0,High,"Menentukan kewajiban mana yang berlanjut setelah kontrak berakhir (misal kerahasiaan, indemnitas, pembayaran biaya yang masih harus dibayar).",Daftar klausul yang bertahan setelah pemutusan.,"Tanpa klausul kelangsungan, semua kewajiban dapat berakhir.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
504,Detection,Survival of Obligations,FR,"survie des obligations, clause de survie, obligations post-contractuelles",0,High,Spécifie les obligations qui subsistent après la résiliation.,Énumérer les clauses qui survivent.,"Sans clause, toutes les obligations peuvent cesser.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
505,Detection,Acceleration,EN,"acceleration, acceleration clause, early payment demand",0,High,Allows a lender or creditor to demand immediate repayment of the entire outstanding balance upon a default event.,"Specify the default events that trigger acceleration (e.g., non-payment, bankruptcy), and any cure period or notice requirements.","Without an acceleration clause, a lender may only sue for overdue instalments, not the full balance, limiting recourse.",Commercial Agreement; SaaS Agreement,Finance,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
506,Detection,Acceleration,ID,"akselerasi, klausul akselerasi, permintaan pembayaran dini",0,High,Memungkinkan pemberi pinjaman untuk meminta pelunasan segera seluruh saldo terutang pada saat terjadi wanprestasi.,Tentukan peristiwa wanprestasi yang memicu akselerasi.,"Tanpa klausul akselerasi, pemberi pinjaman hanya dapat menuntut cicilan yang jatuh tempo.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
507,Detection,Acceleration,FR,"accélération, clause d'accélération, demande de paiement anticipé",0,High,Permet au prêteur d'exiger le remboursement immédiat du solde en cas de défaut.,Spécifier les événements déclencheurs.,"Sans clause, le prêteur ne peut réclamer que les échéances impayées.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
508,Detection,Subordination,EN,"subordination, subordination clause, junior debt",0,High,"Provides that a creditor's claims are subordinated (ranked lower) to other specified creditors, often required in loan agreements.","Specify the priority of payments, the senior debt, and the subordination terms.","Without a subordination clause, the creditor may rank equally with other creditors, contrary to the intended risk allocation.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
509,Detection,Subordination,ID,"subordinasi, klausul subordinasi, utang junior",0,High,"Menyatakan bahwa klaim kreditor disubordinasikan (peringkat lebih rendah) kepada kreditor lain yang ditentukan, sering diperlukan dalam perjanjian pinjaman.","Tentukan prioritas pembayaran, utang senior, dan ketentuan subordinasi.","Tanpa klausul subordinasi, kreditor dapat memiliki peringkat yang sama.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
510,Detection,Subordination,FR,"subordination, clause de subordination, dette junior",0,High,Prévoit que les créances sont subordonnées à d'autres créanciers.,Spécifier la priorité des paiements.,"Sans clause, le créancier peut avoir un rang égal.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
511,Detection,Cross-Default,EN,"cross-default, cross-default clause, default linkage",0,High,Triggers a default under this agreement if the party defaults under another agreement with the same or a related counterparty.,"Define which other agreements are covered, materiality thresholds, and cure rights.","Without a cross-default clause, a party may continue to perform under this agreement even if the counterparty has defaulted elsewhere, increasing risk.",Loan Agreement,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
512,Detection,Cross-Default,ID,"gagal bayar silang, klausul cross-default, tautan gagal bayar",0,High,Memicu wanprestasi berdasarkan perjanjian ini jika pihak tersebut wanprestasi berdasarkan perjanjian lain dengan pihak yang sama atau terkait.,"Tentukan perjanjian lain yang dicakup, ambang batas materialitas, dan hak perbaikan.","Tanpa klausul, satu pihak dapat terus memenuhi kontrak ini meskipun pihak lawan gagal bayar di tempat lain.",Loan Agreement,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
513,Detection,Cross-Default,FR,"défaut croisé, clause de défaut croisé",0,High,Déclenche un défaut en vertu du présent contrat en cas de défaut ailleurs.,Définir les autres contrats couverts.,"Sans clause, la partie peut continuer malgré le défaut ailleurs.",Loan Agreement,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
514,Detection,Waiver of Jury Trial,EN,"waiver of jury trial, jury trial waiver, bench trial",0,Medium,"Provides that disputes will be decided by a judge (bench trial) rather than a jury, often for efficiency and predictability.","Include a clear, conspicuous waiver of jury trial, and confirm that both parties have consulted counsel.","Without a waiver, a party may face a jury trial, which can be more unpredictable and lengthy than a bench trial.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
515,Detection,Waiver of Jury Trial,ID,"pengesampingan persidangan juri, pengesampingan juri, persidangan hakim",0,Medium,"Menyatakan bahwa sengketa akan diputuskan oleh hakim (persidangan hakim) daripada juri, sering untuk efisiensi dan prediktabilitas.",Sertakan pengesampingan persidangan juri yang jelas.,"Tanpa pengesampingan, satu pihak mungkin menghadapi persidangan juri yang tidak dapat diprediksi.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
516,Detection,Waiver of Jury Trial,FR,"renonciation au jury, procès sans jury",0,Medium,Prévoit que les litiges seront tranchés par un juge plutôt que par un jury.,Inclure une renonciation claire.,"Sans renonciation, une partie peut faire face à un procès devant jury.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
518,Detection,Class Action Waiver,ID,"pengesampingan gugatan kelas, tidak ada gugatan kelas, arbitrase individu",0,Medium,Mengharuskan sengketa diselesaikan secara individu daripada sebagai gugatan kelas atau arbitrase kolektif.,Sertakan pengesampingan gugatan kelas yang jelas.,"Tanpa pengesampingan, satu pihak dapat menghadapi gugatan kelas yang mahal.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
519,Detection,Class Action Waiver,FR,"renonciation aux actions collectives, pas d'action collective",0,Medium,Exige que les litiges soient résolus individuellement.,Inclure une renonciation claire.,"Sans renonciation, une partie peut faire face à des actions collectives coûteuses.",All Contracts,General Commercial,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
520,Detection,Consent to Jurisdiction,EN,"consent to jurisdiction, submission to jurisdiction, forum selection",0,High,Voluntarily submits a party to the jurisdiction of a particular court or arbitration tribunal for dispute resolution.,"Specify the exclusive or non-exclusive jurisdiction, the court or tribunal, and the governing law.","Without a consent to jurisdiction clause, a party may have to litigate in an inconvenient forum, or the court may lack personal jurisdiction.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
521,Detection,Consent to Jurisdiction,ID,"persetujuan yurisdiksi, penyerahan yurisdiksi, pilihan forum",0,High,Secara sukarela menyerahkan pihak pada yurisdiksi pengadilan atau arbitrase tertentu.,"Tentukan yurisdiksi eksklusif atau non-eksklusif, pengadilan atau arbitrase, dan hukum yang mengatur.","Tanpa klausul, satu pihak mungkin harus beracara di forum yang tidak nyaman.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
522,Detection,Consent to Jurisdiction,FR,"consentement à la juridiction, soumission à la juridiction",0,High,Soumet volontairement une partie à la juridiction d'un tribunal.,Spécifier la juridiction exclusive ou non exclusive.,"Sans clause, une partie peut devoir plaider dans un forum peu pratique.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
523,Detection,Service of Process,EN,"service of process, notice of lawsuit, legal documents",0,Low,"Specifies how legal documents (e.g., summons, complaints) may be served on a party, ensuring valid notice.",Designate an agent for service of process or provide an address for delivery.,"Without a service of process clause, serving legal documents may be difficult or invalid, delaying proceedings.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
524,Detection,Service of Process,ID,"pemanggilan, pemberitahuan gugatan, dokumen hukum",0,Low,"Menentukan bagaimana dokumen hukum dapat diserahkan kepada pihak, memastikan pemberitahuan yang sah.",Tentukan agen untuk pemanggilan atau berikan alamat pengiriman.,"Tanpa klausul, pemanggilan mungkin sulit atau tidak sah.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
525,Detection,Service of Process,FR,"signification, notification de poursuites, documents juridiques",0,Low,Spécifie comment signifier les documents juridiques à une partie.,Désigner un agent pour la signification.,"Sans clause, la signification peut être difficile.",Commercial Agreement; SaaS Agreement,Software,Pasal 1320 dan Pasal 1338 KUH Perdata tentang syarat sah perjanjian dan kebebasan berkontrak; prinsip umum hukum kontrak.
526,Detection,Arbitration Rules,EN,"arbitration rules, ICC, SIAC, LCIA, UNCITRAL, AAA",0,High,"Selects the institutional rules that will govern the arbitration (e.g., ICC, SIAC, LCIA), providing procedural certainty.","Specify the arbitration institution, the rules (including any expedited procedures), the seat, and the language of arbitration.","Without designated arbitration rules, the parties may waste time and cost negotiating procedural rules after a dispute arises.",All Contracts,General Commercial,UU No. 30 Tahun 1999 tentang Arbitrase dan Alternatif Penyelesaian Sengketa; HIR/RBg untuk litigasi; Pasal 1338 KUH Perdata.
