ID,Category,Clause_Name,Language,Keywords,Risk_Score,Impact_Level,Reason,Recommendation,Business_Impact
917,Dangerous,Coverage Exclusion Retroactive,FR,"exclusion de couverture rétroactive, refus de prise en charge",20,High,Permet à l'assureur d'exclure rétroactivement la couverture d'événements passés.,Figer les conditions de couverture à la souscription; interdire les exclusions rétroactives.,Des sinistres que vous pensiez couverts sont refusés après la perte.
918,Dangerous,Coverage Exclusion Retroactive,ID,"pengecualian pertanggungan retroaktif, tolak klaim, pengecualian surut",20,High,Mengizinkan penanggung mengecualikan pertanggungan secara surut untuk peristiwa lampau.,Kunci ketentuan pertanggungan sejak awal; larang pengecualian retroaktif.,Klaim yang Anda kira tertanggung ditolak setelah kerugian terjadi.
919,Dangerous,Notice of Claim Strict Forfeiture,EN,"claim notice forfeiture, strict deadline, late notice bars claim, notice trap",20,High,Forfeits a valid claim entirely for any minor delay in giving notice.,Require actual prejudice before late notice bars a claim.,Legitimate claims die on technicalities unrelated to their merits.
920,Dangerous,Notice of Claim Strict Forfeiture,FR,"déchéance stricte pour avis tardif, forclusion du sinistre",20,High,Fait perdre tout droit à une réclamation valide pour le moindre retard d'avis.,Exiger un préjudice réel avant qu'un avis tardif ne fasse échec à la réclamation.,Des réclamations légitimes meurent sur des points techniques sans rapport avec le fond.
921,Dangerous,Notice of Claim Strict Forfeiture,ID,"hangus klaim karena pemberitahuan terlambat, tenggat ketat, jebakan pemberitahuan",20,High,Menghapus klaim yang sah sepenuhnya karena keterlambatan kecil dalam memberi pemberitahuan.,Wajibkan adanya kerugian nyata sebelum pemberitahuan terlambat menggugurkan klaim.,Klaim yang sah gugur karena teknis yang tak berhubungan dengan substansinya.
922,Dangerous,Cross-Indemnity Imbalance,EN,"cross-indemnity, imbalanced indemnity, one-sided cross indemnity, asymmetric",20,High,Sets up cross-indemnities that are far broader for one party than the other.,Make cross-indemnities symmetric in scope and caps.,You shoulder broad indemnity while receiving only narrow protection.
923,Dangerous,Cross-Indemnity Imbalance,FR,"déséquilibre des indemnisations croisées, indemnité asymétrique",20,High,Met en place des indemnisations croisées bien plus larges pour une partie que pour l'autre.,Rendre les indemnisations croisées symétriques en portée et en plafonds.,Vous assumez une large indemnisation tout en ne recevant qu'une protection étroite.
924,Dangerous,Cross-Indemnity Imbalance,ID,"ketidakseimbangan indemnitas silang, indemnitas asimetris, satu pihak lebih luas",20,High,Menyusun indemnitas silang yang jauh lebih luas bagi satu pihak dibanding pihak lain.,Buat indemnitas silang simetris dalam cakupan dan plafon.,Anda memikul indemnitas luas sementara hanya menerima perlindungan sempit.
925,Dangerous,Mandatory Additional Insured Broad,EN,"additional insured, broad endorsement, name as insured, extend coverage free",15,Medium,Requires naming the counterparty as additional insured for unrelated liabilities.,Limit additional-insured status to liabilities arising from your work.,Your policy subsidizes the other party's unrelated risks and raises premiums.
926,Dangerous,Mandatory Additional Insured Broad,FR,"assuré additionnel large, extension de couverture gratuite",15,Medium,Exige de nommer la contrepartie comme assuré additionnel pour des risques sans rapport.,Limiter le statut d'assuré additionnel aux responsabilités liées à votre travail.,Votre police subventionne des risques sans rapport et fait grimper les primes.
927,Dangerous,Mandatory Additional Insured Broad,ID,"tertanggung tambahan luas, endorsemen luas, perluas pertanggungan gratis",15,Medium,Mengharuskan mencantumkan pihak lawan sebagai tertanggung tambahan untuk risiko tak terkait.,Batasi status tertanggung tambahan pada risiko yang timbul dari pekerjaan Anda.,Polis Anda mensubsidi risiko tak terkait pihak lain dan menaikkan premi.
928,Dangerous,Unilateral Deductible Increase,EN,"deductible increase, unilateral retention, raise self-insured retention",15,Medium,Lets the insurer raise your deductible or retention mid-term unilaterally.,Fix deductibles for the policy term; require agreement to change them.,Out-of-pocket exposure on every claim can be raised without warning.
929,Dangerous,Unilateral Deductible Increase,FR,"augmentation unilatérale de la franchise, hausse de la rétention",15,Medium,Permet à l'assureur d'augmenter unilatéralement votre franchise en cours de contrat.,Figer les franchises pour la durée; exiger un accord pour les modifier.,Votre reste à charge sur chaque sinistre peut grimper sans préavis.
930,Dangerous,Unilateral Deductible Increase,ID,"kenaikan deductible sepihak, naikkan retensi sendiri di tengah masa berlaku",15,Medium,Mengizinkan penanggung menaikkan deductible atau retensi Anda secara sepihak di tengah masa berlaku.,Tetapkan deductible untuk masa polis; wajibkan kesepakatan untuk mengubahnya.,Beban biaya sendiri pada setiap klaim dapat dinaikkan tanpa peringatan.
931,Dangerous,Sanctions Risk Shift Entirely,EN,"sanctions risk, full shift, OFAC liability, sole responsibility sanctions",25,Critical,Places all sanctions and export-control liability on one party regardless of cause.,"Allocate sanctions liability to the party actually at fault, with carve-outs.",You bear catastrophic penalties for violations you did not commit.
932,Dangerous,Sanctions Risk Shift Entirely,FR,"transfert total du risque de sanctions, responsabilité OFAC unilatérale",25,Critical,Place toute la responsabilité des sanctions et du contrôle des exportations sur une partie.,"Attribuer la responsabilité à la partie réellement fautive, avec des exceptions.",Vous supportez des pénalités catastrophiques pour des violations non commises.
933,Dangerous,Sanctions Risk Shift Entirely,ID,"pengalihan risiko sanksi sepenuhnya, tanggung jawab OFAC sepihak, sanksi tanggungan sendiri",25,Critical,Menempatkan seluruh tanggung jawab sanksi dan kontrol ekspor pada satu pihak terlepas penyebabnya.,"Alokasikan tanggung jawab sanksi pada pihak yang benar-benar bersalah, dengan pengecualian.",Anda menanggung penalti katastrofik atas pelanggaran yang tidak Anda lakukan.
934,Dangerous,Forced Technology Transfer,EN,"technology transfer, forced disclosure, transfer know-how, local partner access",25,Critical,Requires transferring core technology and know-how as a condition of market access.,Refuse mandatory transfer; license narrowly with strong confidentiality.,Crown-jewel technology is handed to a partner who may become a competitor.
935,Dangerous,Forced Technology Transfer,FR,"transfert forcé de technologie, divulgation du savoir-faire",25,Critical,Exige le transfert de technologie et de savoir-faire essentiels pour accéder au marché.,Refuser le transfert obligatoire; licencier étroitement avec forte confidentialité.,Une technologie de pointe est remise à un partenaire qui peut devenir concurrent.
936,Dangerous,Forced Technology Transfer,ID,"transfer teknologi paksa, pengungkapan paksa, alihkan pengetahuan, akses mitra lokal",25,Critical,Mengharuskan transfer teknologi dan pengetahuan inti sebagai syarat akses pasar.,Tolak transfer wajib; lisensikan secara sempit dengan kerahasiaan kuat.,Teknologi paling berharga diserahkan ke mitra yang bisa menjadi pesaing.
937,Dangerous,Mandatory Local Partner Control,EN,"local partner, forced JV, majority local, control requirement, equity mandate",20,High,Forces a local partner to hold majority control of the venture.,Negotiate governance protections and limit mandatory local equity where possible.,You fund and build a business another party legally controls.
938,Dangerous,Mandatory Local Partner Control,FR,"contrôle obligatoire par un partenaire local, coentreprise imposée",20,High,Force un partenaire local à détenir le contrôle majoritaire de l'entreprise.,Négocier des protections de gouvernance et limiter la participation locale obligatoire.,Vous financez et bâtissez une entreprise qu'une autre partie contrôle légalement.
939,Dangerous,Mandatory Local Partner Control,ID,"kendali mitra lokal wajib, JV paksa, mayoritas lokal, persyaratan kepemilikan",20,High,Memaksa mitra lokal memegang kendali mayoritas atas usaha.,Negosiasikan perlindungan tata kelola dan batasi ekuitas lokal wajib bila memungkinkan.,Anda mendanai dan membangun bisnis yang secara hukum dikendalikan pihak lain.
940,Dangerous,Tax Gross-Up Unlimited,EN,"tax gross-up, unlimited gross-up, bear all taxes, withholding gross-up",20,High,"Requires grossing up payments for all taxes, including future and foreign ones.",Cap gross-up obligations and exclude the other party's own income taxes.,Unpredictable foreign tax changes inflate your costs without limit.
941,Dangerous,Tax Gross-Up Unlimited,FR,"majoration fiscale illimitée, prise en charge de toutes les taxes",20,High,"Exige de majorer les paiements pour toutes les taxes, y compris futures et étrangères.",Plafonner la majoration et exclure les impôts sur le revenu de l'autre partie.,Des changements fiscaux étrangers imprévisibles gonflent vos coûts sans limite.
942,Dangerous,Tax Gross-Up Unlimited,ID,"gross-up pajak tanpa batas, tanggung semua pajak, gross-up pemotongan",20,High,"Mengharuskan menggross-up pembayaran untuk semua pajak, termasuk masa depan dan asing.",Batasi kewajiban gross-up dan kecualikan pajak penghasilan pihak lain.,Perubahan pajak asing yang tak terduga membengkakkan biaya Anda tanpa batas.
943,Dangerous,Choice of Law in Unstable Jurisdiction,EN,"unstable jurisdiction, governing law risk, hostile forum, weak rule of law",20,High,Picks a governing law and forum with weak or unpredictable rule of law.,"Choose a neutral, stable jurisdiction with reliable courts.","Enforcing your rights becomes uncertain, slow, or practically impossible."
944,Dangerous,Choice of Law in Unstable Jurisdiction,FR,"droit applicable dans une juridiction instable, for hostile",20,High,Choisit un droit et un for à l'État de droit faible ou imprévisible.,"Choisir une juridiction neutre et stable, aux tribunaux fiables.","Faire valoir vos droits devient incertain, lent ou pratiquement impossible."
945,Dangerous,Choice of Law in Unstable Jurisdiction,ID,"pilihan hukum di yurisdiksi tidak stabil, forum tidak bersahabat, supremasi hukum lemah",20,High,Memilih hukum dan forum yang supremasi hukumnya lemah atau tak dapat diprediksi.,Pilih yurisdiksi netral dan stabil dengan pengadilan yang andal.,"Menegakkan hak Anda menjadi tidak pasti, lambat, atau praktis mustahil."
946,Dangerous,Repatriation Restriction,EN,"repatriation restriction, trapped capital, no profit transfer, currency control",20,High,Restricts moving profits or capital out of the host country.,Secure contractual and regulatory rights to repatriate funds.,"Earnings are trapped in-country, unable to fund the wider business."
947,Dangerous,Repatriation Restriction,FR,"restriction de rapatriement, capitaux bloqués, contrôle des changes",20,High,Restreint le transfert des bénéfices ou des capitaux hors du pays d'accueil.,Garantir les droits contractuels et réglementaires de rapatriement des fonds.,"Les bénéfices sont bloqués dans le pays, incapables de financer l'activité globale."
948,Dangerous,Repatriation Restriction,ID,"pembatasan repatriasi, modal terjebak, larangan transfer laba, kontrol devisa",20,High,Membatasi pemindahan laba atau modal ke luar negara tuan rumah.,Amankan hak kontraktual dan regulasi untuk merepatriasi dana.,"Pendapatan terjebak di dalam negeri, tak bisa membiayai bisnis yang lebih luas."
949,Dangerous,Anti-Bribery Indemnity Uncapped,EN,"anti-bribery indemnity, FCPA, uncapped, corruption liability, agent acts",20,High,Imposes uncapped indemnity for any third party's bribery or corruption acts.,Limit liability to your own conduct and require counterparty compliance warranties.,You answer with unlimited liability for corruption you neither knew of nor caused.
950,Dangerous,Anti-Bribery Indemnity Uncapped,FR,"indemnité anticorruption illimitée, actes d'agents, FCPA",20,High,Impose une indemnisation illimitée pour les actes de corruption de tout tiers.,Limiter la responsabilité à votre propre conduite et exiger des garanties de conformité.,Vous répondez sans limite d'une corruption que vous ignoriez et n'avez pas causée.
951,Dangerous,Anti-Bribery Indemnity Uncapped,ID,"indemnitas anti-suap tanpa batas, FCPA, tanggung jawab korupsi, tindakan agen",20,High,Membebankan indemnitas tanpa batas atas tindakan penyuapan atau korupsi pihak ketiga mana pun.,Batasi tanggung jawab pada perilaku Anda sendiri dan wajibkan jaminan kepatuhan pihak lawan.,Anda menanggung tanggung jawab tanpa batas atas korupsi yang tak Anda ketahui atau sebabkan.
952,Dangerous,Mandatory Foreign Currency Payment,EN,"foreign currency payment, FX exposure, pay in their currency, no local currency",15,Medium,"Requires payment only in a volatile foreign currency, shifting all FX risk to you.",Allow payment in your functional currency or add FX adjustment mechanisms.,Currency swings can dramatically raise your effective costs.
953,Dangerous,Mandatory Foreign Currency Payment,FR,"paiement obligatoire en devise étrangère, exposition au change",15,Medium,"Exige le paiement uniquement dans une devise étrangère volatile, transférant tout le risque de change.",Autoriser le paiement dans votre devise fonctionnelle ou ajouter des ajustements de change.,Les fluctuations de change peuvent considérablement augmenter vos coûts réels.
954,Dangerous,Mandatory Foreign Currency Payment,ID,"wajib pembayaran mata uang asing, paparan nilai tukar, bayar dalam mata uang mereka",15,Medium,"Mengharuskan pembayaran hanya dalam mata uang asing yang volatil, mengalihkan seluruh risiko nilai tukar.",Izinkan pembayaran dalam mata uang fungsional Anda atau tambahkan mekanisme penyesuaian nilai tukar.,Fluktuasi mata uang dapat menaikkan biaya efektif Anda secara dramatis.
955,Dangerous,Export Control Liability Uncapped,EN,"export control, uncapped liability, dual-use, end-user risk, re-export",20,High,Imposes unlimited liability for downstream export-control breaches by others.,Limit liability to your own compliance and require end-user warranties.,Re-export by a customer triggers ruinous penalties against you.
956,Dangerous,Export Control Liability Uncapped,FR,"responsabilité illimitée en contrôle des exportations, réexportation",20,High,Impose une responsabilité illimitée pour les violations en aval par des tiers.,Limiter la responsabilité à votre propre conformité et exiger des garanties d'utilisateur final.,La réexportation par un client déclenche des pénalités ruineuses contre vous.
957,Dangerous,Export Control Liability Uncapped,ID,"tanggung jawab kontrol ekspor tanpa batas, dual-use, risiko pengguna akhir, re-ekspor",20,High,Membebankan tanggung jawab tanpa batas atas pelanggaran kontrol ekspor hilir oleh pihak lain.,Batasi tanggung jawab pada kepatuhan Anda sendiri dan wajibkan jaminan pengguna akhir.,Re-ekspor oleh pelanggan memicu penalti yang menghancurkan terhadap Anda.
958,Dangerous,Pay-When-Paid Indefinite,EN,"pay-when-paid, pay-if-paid, contingent payment, no payment until owner pays",20,High,"Makes subcontractor payment contingent on the owner paying, possibly never.",Convert to pay-when-paid with a reasonable outside payment deadline.,Subcontractors may never be paid for completed work through no fault of theirs.
959,Dangerous,Pay-When-Paid Indefinite,FR,"paiement conditionné au paiement, paiement contingent indéfini",20,High,"Conditionne le paiement du sous-traitant au paiement par le maître d'ouvrage, peut-être jamais.",Convertir en pay-when-paid avec un délai de paiement maximal raisonnable.,Les sous-traitants peuvent ne jamais être payés pour un travail achevé sans faute de leur part.
960,Dangerous,Pay-When-Paid Indefinite,ID,"bayar-saat-dibayar tak terbatas, pembayaran kontingen, tanpa bayar hingga pemilik bayar",20,High,"Membuat pembayaran subkontraktor bergantung pada pemilik membayar, mungkin tidak pernah.",Ubah menjadi pay-when-paid dengan tenggat pembayaran maksimum yang wajar.,Subkontraktor mungkin tak pernah dibayar atas pekerjaan selesai bukan karena kesalahan mereka.
961,Dangerous,No Extension for Owner Delay,EN,"no time extension, owner delay, no relief, no-damages-for-delay, concurrent delay",20,High,Denies any schedule extension even when the owner causes the delay.,Grant extensions and compensation for owner-caused delays.,Contractors face liquidated damages for delays they did not cause.
962,Dangerous,No Extension for Owner Delay,FR,"aucune prolongation pour retard du maître d'ouvrage, no-damages-for-delay",20,High,Refuse toute prolongation même lorsque le maître d'ouvrage cause le retard.,Accorder des prolongations et indemnités pour les retards imputables au maître d'ouvrage.,Les entrepreneurs subissent des pénalités pour des retards qu'ils n'ont pas causés.
963,Dangerous,No Extension for Owner Delay,ID,"tanpa perpanjangan untuk keterlambatan pemilik, tanpa keringanan, keterlambatan bersamaan",20,High,Menolak perpanjangan jadwal apa pun bahkan ketika pemilik yang menyebabkan keterlambatan.,Berikan perpanjangan dan kompensasi untuk keterlambatan yang disebabkan pemilik.,Kontraktor menghadapi denda atas keterlambatan yang bukan kesalahan mereka.
964,Dangerous,Retention Held Indefinitely,EN,"retention, retainage, indefinite hold, withhold final payment, no release retention",15,Medium,Holds a large retention indefinitely with no clear release milestone.,Set defined release on substantial and final completion.,Working capital is locked up long after the work is done.
965,Dangerous,Retention Held Indefinitely,FR,"retenue de garantie conservée indéfiniment, paiement final retenu",15,Medium,Conserve une importante retenue indéfiniment sans jalon de libération clair.,Définir une libération à l'achèvement substantiel et définitif.,Le fonds de roulement est bloqué longtemps après la fin des travaux.
966,Dangerous,Retention Held Indefinitely,ID,"retensi ditahan tanpa batas, retainage, tahan pembayaran akhir",15,Medium,Menahan retensi besar tanpa batas waktu tanpa tonggak pelepasan yang jelas.,Tetapkan pelepasan yang ditentukan saat penyelesaian substansial dan akhir.,Modal kerja terkunci lama setelah pekerjaan selesai.
967,Dangerous,Unilateral Change Order Without Pricing,EN,"change order, no pricing, directed change, perform first dispute later, unilateral directive",20,High,Forces contractors to perform changed work before pricing is agreed.,Require agreed pricing or a defined valuation method before performance.,You build expensive scope with no guarantee of fair payment.
968,Dangerous,Unilateral Change Order Without Pricing,FR,"ordre de modification sans prix, exécuter avant accord sur le prix",20,High,Force les entrepreneurs à exécuter les modifications avant tout accord sur le prix.,Exiger un prix convenu ou une méthode d'évaluation définie avant l'exécution.,Vous réalisez une prestation coûteuse sans garantie de paiement équitable.
969,Dangerous,Unilateral Change Order Without Pricing,ID,"perintah perubahan tanpa harga, kerjakan dulu sengketakan kemudian, arahan sepihak",20,High,Memaksa kontraktor mengerjakan perubahan sebelum harga disepakati.,Wajibkan harga yang disepakati atau metode penilaian yang ditentukan sebelum pelaksanaan.,Anda membangun lingkup mahal tanpa jaminan pembayaran yang adil.
970,Dangerous,Waiver of Lien Rights Upfront,EN,"lien waiver upfront, waive mechanics lien, no lien rights, advance waiver",20,High,Requires waiving mechanic's lien rights before any payment is received.,Provide conditional waivers only upon and to the extent of actual payment.,The key security for getting paid is surrendered before money changes hands.
971,Dangerous,Waiver of Lien Rights Upfront,FR,"renonciation préalable au privilège, abandon du privilège du constructeur",20,High,Exige de renoncer au privilège du constructeur avant tout paiement reçu.,Ne fournir des renonciations conditionnelles qu'à hauteur du paiement réellement reçu.,La principale garantie de paiement est abandonnée avant tout versement.
972,Dangerous,Waiver of Lien Rights Upfront,ID,"pelepasan hak gadai di muka, lepaskan hak gadai mekanik, pelepasan dini",20,High,Mengharuskan melepaskan hak gadai mekanik sebelum pembayaran apa pun diterima.,Berikan pelepasan bersyarat hanya sebatas pembayaran yang benar-benar diterima.,Jaminan utama untuk dibayar diserahkan sebelum uang berpindah tangan.
973,Dangerous,Design Liability Shift to Builder,EN,"design liability, shift to contractor, owner design defects, builder bears design",20,High,Shifts liability for owner-provided design defects onto the contractor.,Keep design liability with the design's author; warrant only your work.,You are liable for flaws in designs you did not create or control.
974,Dangerous,Design Liability Shift to Builder,FR,transfert de la responsabilité de conception à l'entrepreneur,20,High,Transfère à l'entrepreneur la responsabilité des défauts de conception fournis par le maître d'ouvrage.,Laisser la responsabilité de conception à son auteur; ne garantir que votre travail.,Vous êtes responsable de défauts de conception que vous n'avez ni créés ni maîtrisés.
975,Dangerous,Design Liability Shift to Builder,ID,"pengalihan tanggung jawab desain ke pembangun, cacat desain pemilik",20,High,Mengalihkan tanggung jawab atas cacat desain yang disediakan pemilik kepada kontraktor.,Pertahankan tanggung jawab desain pada penyusunnya; jamin hanya pekerjaan Anda.,Anda bertanggung jawab atas cacat desain yang tidak Anda buat atau kendalikan.
976,Dangerous,Liquidated Damages No Bonus,EN,"liquidated damages, no early bonus, one-sided LDs, penalty only",15,Medium,Imposes heavy delay damages but offers no bonus for early completion.,Pair delay LDs with an early-completion bonus for balance.,All schedule risk is downside with no upside for outperformance.
977,Dangerous,Liquidated Damages No Bonus,FR,"dommages-intérêts forfaitaires sans prime, pénalités unilatérales",15,Medium,Impose de lourdes pénalités de retard sans aucune prime d'achèvement anticipé.,Associer les pénalités de retard à une prime d'achèvement anticipé pour l'équilibre.,"Tout le risque de planning est à la baisse, sans gain pour la surperformance."
978,Dangerous,Liquidated Damages No Bonus,ID,"ganti rugi tertentu tanpa bonus, LD sepihak, hanya penalti",15,Medium,Memberlakukan denda keterlambatan berat tanpa bonus untuk penyelesaian lebih cepat.,Pasangkan LD keterlambatan dengan bonus penyelesaian dini agar seimbang.,Seluruh risiko jadwal merugikan tanpa keuntungan atas kinerja melebihi target.
979,Dangerous,Back-Charge Without Notice,EN,"back-charge, deduct without notice, set-off costs, unilateral deduction",15,Medium,Lets the owner deduct back-charges from payment with no notice or substantiation.,Require itemized notice and an opportunity to dispute before any back-charge.,Payments shrink by surprise deductions you cannot verify or contest.
980,Dangerous,Back-Charge Without Notice,FR,"refacturation sans préavis, déduction unilatérale de coûts",15,Medium,Permet au maître d'ouvrage de déduire des refacturations sans préavis ni justification.,Exiger un avis détaillé et une possibilité de contestation avant toute refacturation.,Les paiements diminuent par des déductions surprises invérifiables et incontestables.
981,Dangerous,Back-Charge Without Notice,ID,"back-charge tanpa pemberitahuan, potong tanpa pemberitahuan, set-off biaya",15,Medium,Mengizinkan pemilik memotong back-charge dari pembayaran tanpa pemberitahuan atau bukti.,Wajibkan pemberitahuan terperinci dan kesempatan menyanggah sebelum back-charge apa pun.,Pembayaran menyusut akibat potongan mendadak yang tak bisa Anda verifikasi atau bantah.
982,Dangerous,Mandatory Bonding at Contractor Cost,EN,"performance bond, bonding cost, contractor pays bond, mandatory surety",15,Medium,Requires expensive performance and payment bonds entirely at contractor cost.,Share or reimburse bonding costs where the owner demands them.,Bonding premiums erode thin margins on the project.
983,Dangerous,Mandatory Bonding at Contractor Cost,FR,"cautionnement obligatoire aux frais de l'entrepreneur, garantie de bonne fin",15,Medium,Exige de coûteuses garanties de bonne fin et de paiement entièrement aux frais de l'entrepreneur.,Partager ou rembourser les coûts de cautionnement lorsque le maître d'ouvrage les exige.,Les primes de cautionnement rognent les faibles marges du projet.
984,Dangerous,Mandatory Bonding at Contractor Cost,ID,"wajib penjaminan atas biaya kontraktor, biaya bonding, kontraktor bayar surety",15,Medium,Mengharuskan jaminan pelaksanaan dan pembayaran yang mahal sepenuhnya atas biaya kontraktor.,Bagi atau ganti biaya penjaminan saat pemilik memintanya.,Premi penjaminan menggerus margin tipis proyek.
985,Dangerous,Concurrent Delay No Relief,EN,"concurrent delay, no relief, both at fault, deny extension, apportionment denied",20,High,Denies any time relief when delays are partly the owner's fault too.,Apportion concurrent delay fairly and grant proportional extensions.,Contractors absorb penalties even for delays the owner shares responsibility for.
986,Dangerous,Concurrent Delay No Relief,FR,"retard concurrent sans relief, aucun aménagement, répartition refusée",20,High,Refuse tout aménagement de délai lorsque les retards sont aussi partiellement imputables au maître d'ouvrage.,Répartir équitablement le retard concurrent et accorder des prolongations proportionnelles.,Les entrepreneurs absorbent des pénalités même pour des retards partagés.
987,Dangerous,Concurrent Delay No Relief,ID,"keterlambatan bersamaan tanpa keringanan, kedua pihak salah, pembagian ditolak",20,High,Menolak keringanan waktu apa pun saat keterlambatan sebagian juga kesalahan pemilik.,Bagi keterlambatan bersamaan secara adil dan berikan perpanjangan proporsional.,Kontraktor menanggung denda bahkan untuk keterlambatan yang turut menjadi tanggung jawab pemilik.
988,Dangerous,Unilateral Franchise Fee Increase,EN,"franchise fee increase, unilateral fee, raise royalties, increase ad fund",20,High,Lets the franchisor raise fees and ad-fund contributions at will.,Cap fee increases and tie them to objective indices.,Franchisee economics can be eroded by ever-rising mandatory fees.
989,Dangerous,Unilateral Franchise Fee Increase,FR,"augmentation unilatérale des redevances de franchise, hausse du fonds publicitaire",20,High,Permet au franchiseur d'augmenter à volonté les redevances et contributions publicitaires.,Plafonner les hausses et les lier à des indices objectifs.,L'économie du franchisé peut être érodée par des redevances obligatoires toujours croissantes.
990,Dangerous,Unilateral Franchise Fee Increase,ID,"kenaikan biaya waralaba sepihak, naikkan royalti, tambah dana iklan",20,High,Mengizinkan pemberi waralaba menaikkan biaya dan kontribusi dana iklan sesuka hati.,Batasi kenaikan biaya dan kaitkan pada indeks objektif.,Ekonomi penerima waralaba dapat tergerus oleh biaya wajib yang terus naik.
991,Dangerous,Mandatory Remodel at Franchisee Cost,EN,"mandatory remodel, refresh at own cost, forced renovation, image upgrade",20,High,Requires costly periodic remodels entirely at the franchisee's expense.,Limit remodel frequency and require franchisor cost-sharing.,Recurring capital outlays can outpace any return from the franchise.
992,Dangerous,Mandatory Remodel at Franchisee Cost,FR,"rénovation obligatoire aux frais du franchisé, mise à niveau d'image",20,High,Exige de coûteuses rénovations périodiques entièrement aux frais du franchisé.,Limiter la fréquence des rénovations et exiger un partage des coûts par le franchiseur.,Des dépenses d'investissement récurrentes peuvent dépasser tout rendement de la franchise.
993,Dangerous,Mandatory Remodel at Franchisee Cost,ID,"wajib renovasi atas biaya penerima waralaba, peremajaan paksa, pembaruan citra",20,High,Mengharuskan renovasi berkala mahal sepenuhnya atas biaya penerima waralaba.,Batasi frekuensi renovasi dan wajibkan pembagian biaya oleh pemberi waralaba.,Pengeluaran modal berulang dapat melampaui imbal hasil dari waralaba.
994,Dangerous,Territory Encroachment Allowed,EN,"territory encroachment, no exclusivity, open new units nearby, cannibalize sales",20,High,Lets the franchisor open competing units inside your trade area.,Secure a protected exclusive territory with encroachment limits.,Your own brand opens next door and cannibalizes your sales.
995,Dangerous,Territory Encroachment Allowed,FR,"empiétement territorial autorisé, absence d'exclusivité, cannibalisation",20,High,Permet au franchiseur d'ouvrir des unités concurrentes dans votre zone de chalandise.,Sécuriser un territoire exclusif protégé avec des limites d'empiétement.,Votre propre marque ouvre à côté et cannibalise vos ventes.
996,Dangerous,Territory Encroachment Allowed,ID,"perambahan teritori diizinkan, tanpa eksklusivitas, buka unit baru di dekat, kanibalisasi",20,High,Mengizinkan pemberi waralaba membuka unit pesaing di dalam wilayah dagang Anda.,Amankan wilayah eksklusif terlindungi dengan batasan perambahan.,Merek Anda sendiri buka di sebelah dan mengkanibal penjualan Anda.
997,Dangerous,Mandatory Supply from Franchisor,EN,"mandatory supply, buy from franchisor, captive supply, inflated supply prices",20,High,Forces purchases of supplies only from the franchisor at non-market prices.,Allow approved alternative suppliers meeting quality standards.,Captive supply pricing quietly extracts margin from every unit.
998,Dangerous,Mandatory Supply from Franchisor,FR,"approvisionnement obligatoire auprès du franchiseur, prix gonflés",20,High,Force l'achat des fournitures uniquement auprès du franchiseur à des prix hors marché.,Autoriser des fournisseurs alternatifs agréés respectant les normes de qualité.,Des prix d'approvisionnement captifs extraient discrètement la marge de chaque unité.
999,Dangerous,Mandatory Supply from Franchisor,ID,"wajib pasokan dari pemberi waralaba, beli dari pewaralaba, harga pasokan digelembungkan",20,High,Memaksa pembelian pasokan hanya dari pemberi waralaba dengan harga non-pasar.,Izinkan pemasok alternatif yang disetujui dan memenuhi standar mutu.,Harga pasokan terkurung diam-diam menyedot margin dari setiap unit.
1000,Dangerous,Personal Guarantee Survives Transfer,EN,"personal guarantee survives, transfer liability, guarantor after sale, lingering guarantee",20,High,Keeps the franchisee personally liable even after selling the franchise.,Release the guarantee upon an approved transfer to a qualified buyer.,You remain on the hook for a business you no longer own or control.
1001,Dangerous,Personal Guarantee Survives Transfer,FR,"garantie personnelle survivant au transfert, responsabilité après vente",20,High,Maintient le franchisé personnellement responsable même après la vente de la franchise.,Libérer la garantie lors d'un transfert agréé à un acheteur qualifié.,Vous restez engagé pour une entreprise que vous ne possédez ni ne contrôlez plus.
1002,Dangerous,Personal Guarantee Survives Transfer,ID,"jaminan pribadi tetap berlaku setelah pengalihan, tanggung jawab setelah jual",20,High,Membuat penerima waralaba tetap bertanggung jawab pribadi bahkan setelah menjual waralaba.,Lepaskan jaminan saat pengalihan yang disetujui kepada pembeli yang memenuhi syarat.,Anda tetap menanggung bisnis yang tak lagi Anda miliki atau kendalikan.
1003,Dangerous,Liquidated Damages Full Term on Termination,EN,"liquidated damages full term, future royalties, lost future fees, accelerated damages",20,High,Demands all projected royalties for the entire remaining term on termination.,"Limit damages to actual proven losses, not full-term projections.",Early exit triggers crushing payment for years of hypothetical future fees.
1004,Dangerous,Liquidated Damages Full Term on Termination,FR,"dommages forfaitaires sur toute la durée à la résiliation, redevances futures",20,High,Exige toutes les redevances projetées pour la durée restante en cas de résiliation.,"Limiter les dommages aux pertes réelles prouvées, non aux projections.",Une sortie anticipée déclenche un paiement écrasant d'années de redevances hypothétiques.
1005,Dangerous,Liquidated Damages Full Term on Termination,ID,"ganti rugi penuh sisa masa saat pemutusan, royalti masa depan, ganti rugi dipercepat",20,High,Menuntut seluruh royalti proyeksi untuk sisa masa berlaku saat pemutusan.,"Batasi ganti rugi pada kerugian nyata yang terbukti, bukan proyeksi sisa masa.",Keluar lebih awal memicu pembayaran berat atas bertahun-tahun biaya masa depan yang hipotetis.
